thinklet_id,problem_name,created_by,notify_to,created_at,annotation_text,relating_to_self,comment_answer,comment_process
216198,"Money, Money, Money",168395,168747,4/21/21 20:48,I appreciate your approach of multiplying -20.75 by 4.,1,0,1
216193,"Money, Money, Money",168747,168395,4/21/21 20:48,Next time you could have highlighted your answer. Something that you did well was talking clear.,0,0,0
217567,Spending Allowance,168435,168451,4/27/21 21:48,I like how you were explaining on how you got your answer good job.,0,0,0
216191,"Money, Money, Money",168410,249414,4/21/21 20:48,You and I took similar steps in our strategies.,1,0,1
216205,"Money, Money, Money",168725,168696,4/21/21 20:49,I like the way you highlighted what you were talking about ,0,0,0
216199,"Money, Money, Money",249409,168669,4/21/21 20:49,i agree,0,0,0
216190,"Money, Money, Money",168395,249413,4/21/21 20:49,"You added the deposits, which was a good strategy.",1,0,1
216199,"Money, Money, Money",249413,168669,4/21/21 20:49,I like the way you highlighted the numbers you were talking about  ,0,0,0
216369,Chicken Farmer,251451,0,4/28/21 3:30,What's wrong with my vioce.,0,0,0
216194,"Money, Money, Money",168663,168410,4/21/21 20:49,I like how you multiplied 20.75 by 4 in your strategy.,1,0,1
216207,"Money, Money, Money",168663,168673,4/21/21 20:52,I appreciate how you multiplied 20.75 by 4 in your solution.,1,0,1
216207,"Money, Money, Money",168669,168673,4/21/21 20:52,I respectfully disagree with you because I think that the answer should have been a negative number.,0,1,0
216189,"Money, Money, Money",168725,168753,4/21/21 20:52,Next time maybe you can show us more detail with your problem but all in all it was good. ,0,0,0
183279,Favorite TV Show,168395,168401,8/31/20 18:38,I like yours because it is almost the same as mine we both think that she will get a no,1,1,0
216207,"Money, Money, Money",168731,168673,4/21/21 20:53,I like the way you  solved your problem   in a clean way ,0,0,0
216190,"Money, Money, Money",168747,249413,4/21/21 20:53,"You misplaced the 4 in 20.75x4, but your calculation for 2x(-15) was correct.",0,1,1
216187,"Money, Money, Money",168731,249409,4/21/21 20:57,I like the way you wrote your problem ,0,0,0
183331,Favorite TV Show,168418,168413,8/31/20 20:10,I agree with you because it's more likely for the next person to say no ,0,0,0
216187,"Money, Money, Money",168663,249409,4/21/21 20:57,My strategy is like yours because we have the same answer ,1,1,0
216204,"Money, Money, Money",168669,168725,4/21/21 20:58,I appreciate how you added the two deposits together in your strategy.,1,0,1
183316,Favorite TV Show,168410,168421,8/31/20 20:13,Next time maybe you can add how you found that out. ,0,0,0
217444,Spending Allowance,249410,249417,4/28/21 16:33,I like how you were able to do it,0,0,0
183366,Favorite TV Show,168441,0,8/31/20 20:51,in the recording i could hear my voice but i cant hear it here ,0,0,0
216187,"Money, Money, Money",168410,249409,4/21/21 20:58,I like the way you organized your strategy ,0,0,0
183371,Favorite TV Show,168441,168428,8/31/20 20:55,that is a really good answer.,0,1,0
217435,Spending Allowance,168665,168438,4/28/21 16:35,You explained well how you approached the problem by starting with 20 and then subtracting 12.,1,0,1
216205,"Money, Money, Money",249409,168696,4/21/21 20:58,i like your writing and your way to explain it,0,0,0
217457,Spending Allowance,249417,168726,4/28/21 16:34,I like the way you organized your problem and your mic is very loud and clear.,0,0,0
216187,"Money, Money, Money",249413,249409,4/21/21 20:58,"Next time maybe you can describe whats going on in the picture
",0,0,0
183371,Favorite TV Show,168438,168428,8/31/20 21:02,I like the way you put your anwnser and you explained you reponse,0,0,0
217447,Spending Allowance,168722,168672,4/28/21 16:35,You added the amounts he bought and correctly found the total.,1,0,1
216205,"Money, Money, Money",168395,168696,4/21/21 20:59,"You multiplied 15 by 3, which is the same as my strategy.",1,0,1
182869,What fish will be next?,168435,168439,8/31/20 21:13,I like they way you were drawing.,0,0,0
217453,Spending Allowance,249410,249899,4/28/21 16:35,I like how you subtracted 8 from 12 to find the result.,0,0,1
183371,Favorite TV Show,168435,168428,8/31/20 21:11,I like they way you were drawing the yes and no's.,0,0,0
216202,"Money, Money, Money",168747,251123,4/21/21 20:59,You should have made your answer negative for the negatives.,0,0,1
216190,"Money, Money, Money",168696,249413,4/21/21 20:59,Next time maybe you can fix your mic and also you placed the 4 in the wrong area,0,0,0
217433,Spending Allowance,168672,168722,4/28/21 16:36,Good job,0,0,0
183414,Favorite TV Show,168444,168447,8/31/20 21:53,i like the way you drew your picture.,0,0,0
217442,Spending Allowance,168665,168695,4/28/21 16:36,"You need to include negative signs, as the 4 should be negative.",1,0,1
217433,Spending Allowance,168694,168722,4/28/21 16:36,My strategy is like yours because I did the same thing that you did but I did not use a table.  ,1,0,0
216199,"Money, Money, Money",168663,168669,4/21/21 20:59,I like how we both multiplied 2 times 15.,1,0,1
216198,"Money, Money, Money",168731,168747,4/21/21 21:00,I like the way you solved all your problems on one slide ,0,0,0
217442,Spending Allowance,249417,168695,4/28/21 16:37,My strategy is like yours because I also got the same answer,1,1,0
217451,Spending Allowance,168722,168745,4/28/21 16:37,"You added what he gained, but didn't think of 12-8.",1,0,1
217439,Spending Allowance,168690,168715,4/28/21 16:37,I like the way you organized and explained what you did,0,0,0
216211,"Money, Money, Money",168435,168751,4/21/21 21:33,I think you did good on explaining.,0,0,0
217457,Spending Allowance,168438,168726,4/28/21 16:38,I like the way you explained your work in a way that everyone would understand ,0,0,0
216494,"Money, Money, Money",168435,168439,4/21/21 21:34,"I liked how you were explaining on how you were solving your problem.
",0,0,0
217450,Spending Allowance,168694,168690,4/28/21 16:38,My strategy is like yours because I did the exact same thing that you did.,1,0,0
217451,Spending Allowance,249410,168745,4/28/21 16:39,I like how your wrote it with paper and I also like how you explained it.,0,0,0
217439,Spending Allowance,168672,168715,4/28/21 16:39,Good job I got the same answer I like how you organized it,0,0,0
217449,Spending Allowance,168722,168694,4/28/21 16:39,I like how you multiplied 3 by 2 in your strategy.,1,0,1
217440,Spending Allowance,168438,168652,4/28/21 16:40,I like the way you put your work and how you organized it.,0,0,0
217447,Spending Allowance,168694,168672,4/28/21 16:40,I like the way you spaced out everything so all of it is not together like you spaced out the equations. ,0,0,0
217448,Spending Allowance,249410,168717,4/28/21 16:40,I agree with your answer and i like how you explained it,0,1,0
217440,Spending Allowance,168665,168652,4/28/21 16:42,I like how we both added numbers differently to reach our solutions.,1,0,1
217445,Spending Allowance,249899,249411,4/28/21 16:41,"I like how you added and subtracted numbers, for example, 20-6 to get 14 and then 8+8 to get 16.",1,0,1
217446,Spending Allowance,168722,169343,4/28/21 16:42,i liked your because i did something similar because i did 3x2 and your voice was loud and clear,1,0,0
217441,Spending Allowance,168694,249901,4/28/21 16:42,I hadn't thought of using the direction arrows so I like how you added that.,1,0,0
217438,Spending Allowance,168672,168693,4/28/21 16:42,it was good ,0,0,0
217270,Kyle's Orange Juice,251044,251051,4/28/21 20:17,I like the way you did the math and strategy ,0,0,0
216849,In and Out,251028,251044,4/28/21 20:17,i like the way you did the pictures,0,0,0
217253,In and Out,251044,251028,4/28/21 20:22,I like the way you did the video ,0,0,0
215771,Malachi's Hike,251028,251019,4/28/21 20:18,i like how you solved the promble,0,0,0
217573,Spending Allowance,251152,168435,4/28/21 20:34,This is so good I  love that you managed to get an answer.,0,0,0
216652,"Money, Money, Money",168706,168419,4/23/21 19:10,I like the way you color coded the equations to show us what writing belongs to what equation.,0,0,0
216653,"Money, Money, Money",168676,168381,4/23/21 19:10,I like the way you did the problem and you showed it step by step  keep up with the good work. ,0,0,0
216652,"Money, Money, Money",168680,168419,4/23/21 19:10,You and I used a similar strategy but with a slight difference in the order of the withdrawals.,1,0,1
216650,"Money, Money, Money",168679,168398,4/23/21 19:11,"You multiplied the withdrawals instead of adding them multiple times, which was a good choice.",0,0,1
216645,"Money, Money, Money",168706,168705,4/23/21 19:11,"You added all the deposits first then subtracted the withdrawals, which I didn't think of.",1,0,1
216645,"Money, Money, Money",168679,168705,4/23/21 19:12,You did a great job by starting with adding your two deposits together.,0,0,1
217909,Spending Allowance,168679,168727,4/29/21 19:58,Next time you maybe could just use the dollar sign on your keyboard instead of writing it.,0,0,0
217909,Spending Allowance,168706,168727,4/29/21 19:58,I cant hear your voice but based off what I see maybe next time you can seperate the additon and subtraction equations.,0,0,0
216649,"Money, Money, Money",168706,249415,4/23/21 19:13,Next time maybe you can seprate the equations a bit more because its hard to tell the apart.,0,0,0
220664,Express Yourself,168706,249415,5/24/21 20:17,Maybe next you should try showing your work so we can see the process,0,0,0
216646,"Money, Money, Money",168680,168679,4/23/21 19:14,I like the way you organized the information! I can clearly understand how you got your answer.,0,0,0
217906,Spending Allowance,168680,168716,4/29/21 19:59,"I hadn't thought of your strategy. I did something different, although it seems reasonable. <3",1,0,0
220687,Express Yourself,168446,168442,5/24/21 21:00,nice i got the same answers,1,1,0
220688,Express Yourself,168446,251144,5/24/21 20:58,I did it the same way,1,0,0
220707,Express Yourself,168669,168395,5/24/21 21:00,I like the way you underlined what you were talking about.,0,0,0
217911,Spending Allowance,168679,251121,4/29/21 19:59,You and I both avoided using the initial $20 in our strategies.,1,0,1
216647,"Money, Money, Money",168706,168727,4/23/21 19:15,I like how you added the positives together then subtracted the negatives.,0,0,1
216647,"Money, Money, Money",168679,168727,4/23/21 19:15,"I like the way you explained your work, it was very clear.",0,0,0
219540,Samuel's Aquarium,251484,251486,5/14/21 19:29,I got the same answer good job!,1,1,0
217899,Spending Allowance,168706,168705,4/29/21 20:00,"Next time, be sure to make the negative numbers negative in the equation for clarity.",0,1,1
219558,Samuel's Aquarium,251344,251612,5/14/21 20:43,nice job explaining it in detail!,0,0,0
219554,Samuel's Aquarium,251612,251344,5/14/21 20:42,I got the same answer as you,1,1,0
219551,Samuel's Aquarium,251344,249349,5/14/21 20:50,good job explaining it,0,0,0
217910,Spending Allowance,168680,168721,4/29/21 20:01,You started with 20 then subtracted 12 to get 8.,1,0,1
219558,Samuel's Aquarium,251614,251612,5/14/21 20:51,good job you got it correct,0,0,0
216648,"Money, Money, Money",168679,168680,4/23/21 19:16,"I like the way you explained your work, it was very clear.:)",0,0,0
216657,"Money, Money, Money",168706,251121,4/23/21 19:17,I like the way you used lines to seperate the equations and how you explianed why its the numbers are negative.,0,0,0
216655,"Money, Money, Money",168680,251120,4/23/21 19:17,"I hadn't thought of the way you found the answer. Although while you were explaining it, it became clear.",1,0,0
219554,Samuel's Aquarium,251614,251344,5/14/21 20:52,good job,0,0,0
217917,Spending Allowance,168706,168679,4/29/21 20:01,"You multiplied 3 by 2 and got -6, which might be confusing because both numbers were positive.",0,0,1
217908,Spending Allowance,168679,168381,4/29/21 20:02,"You showed the work step by step, but the question asks for the total amount lost or gained.",0,0,1
217915,Spending Allowance,168706,168419,4/29/21 20:02,I like the way you showed how you solved each step.,0,0,0
216643,"Money, Money, Money",168706,168692,4/23/21 19:18,You may have made a mistake in the subtraction step.,0,1,1
216668,"Money, Money, Money V2",168366,168372,4/23/21 21:12,I respectfully disagree with how you got your answer because I got a different answer.,1,1,0
216681,"Money, Money, Money V2",168406,168427,4/23/21 21:12,"You added 83 and 30, which was a good approach.",0,0,1
217945,Spending Allowance,168366,168372,4/29/21 21:30,Commenting on the Process (CP): Why did you add 2 and 5?,0,0,1
217957,Spending Allowance,168450,168375,4/29/21 21:32,"You subtracted 6 from 20 and got 14, which is similar to my approach.",1,0,1
216670,"Money, Money, Money V2",168406,168404,4/23/21 21:14,"You could try adding 15 x 2 next time, but I liked your video.",0,0,1
183197,Two Dicey,168663,0,9/2/20 18:22,im sorry i could not take off the video,0,0,0
216679,"Money, Money, Money V2",168415,168375,4/23/21 21:16,I do agree with you and it is correct.,0,1,0
216681,"Money, Money, Money V2",168450,168427,4/23/21 21:16,I like how you added two numbers together and subtracted another pair.,0,0,1
217251,San Diego Temperatures,251030,251033,4/26/21 20:02,I like the way you knew what you ware going to say ,0,0,0
217111,Chicken Farmer,251484,251360,4/26/21 20:06,I really like how nice and organized your table is!,0,0,0
216355,Chicken Farmer,251345,251339,4/26/21 20:06,"I like how yours is so organized
and I do agree with you",0,0,0
216392,Chicken Farmer,251484,251487,4/26/21 20:07,I like your table a lot!,0,0,0
216852,San Diego Temperatures,251030,251039,4/26/21 20:08,I like the way you had it planed out ,0,0,0
216389,Chicken Farmer,251345,251485,4/26/21 20:08,I like how clean yours is mine is messy and I do agree with you,1,0,0
218670,School Night Sleep,251612,251614,5/7/21 20:40,your video is nice and clear,0,0,0
216904,Chicken Farmer,251612,0,4/26/21 21:15,You used the Mad for pen A and pen B to compare and concluded that pen B had a higher value.,0,0,1
218670,School Night Sleep,251344,251614,5/7/21 20:41,Good job giving details,0,0,0
217299,Chicken Farmer,251344,251356,4/26/21 21:20,Good job explaining it and doing it step by step.,0,0,0
216890,Chicken Farmer,251333,251364,4/26/21 21:19,I like the way you explain your answer great job.,0,0,0
218679,School Night Sleep,251614,251612,5/7/21 20:42,you got the right noah was the best estimate,0,1,0
